Full Name,Weight,Date,Location,Division,Sex,Class,Equipment,Lift,Record Type,Record Name
Standard,285,,,OpenDT,M,125,Single-ply,D,Full Power,National
Dominic Coman,887.5,05/10/2025,South West,OpenDT,M,125,Single-ply,Total,Full Power,National
Standard,205,,,OpenDT,M,125,Single-ply,B,Single Lift,National
Standard,285,,,OpenDT,M,125,Single-ply,D,Single Lift,National
Standard,332.5,,,OpenDT,M,140,Single-ply,S,Full Power,National
Standard,210,,,OpenDT,M,140,Single-ply,B,Full Power,National
Standard,292.5,,,OpenDT,M,140,Single-ply,D,Full Power,National
Standard,830,,,OpenDT,M,140,Single-ply,Total,Full Power,National
Standard,210,,,OpenDT,M,140,Single-ply,B,Single Lift,National
Standard,292.5,,,OpenDT,M,140,Single-ply,D,Single Lift,National
Standard,340,,,OpenDT,M,140+,Single-ply,S,Full Power,National
Standard,215,,,OpenDT,M,140+,Single-ply,B,Full Power,National
Standard,297.5,,,OpenDT,M,140+,Single-ply,D,Full Power,National
Standard,850,,,OpenDT,M,140+,Single-ply,Total,Full Power,National
Standard,215,,,OpenDT,M,140+,Single-ply,B,Single Lift,National
Standard,297.5,,,OpenDT,M,140+,Single-ply,D,Single Lift,National
Standard,92.5,,,T14-15,M,52,Single-ply,S,Full Power,National
Standard,57.5,,,T14-15,M,52,Single-ply,B,Full Power,National
Standard,80,,,T14-15,M,52,Single-ply,D,Full Power,National
Standard,222.5,,,T14-15,M,52,Single-ply,Total,Full Power,National
Standard,57.5,,,T14-15,M,52,Single-ply,B,Single Lift,National
Standard,80,,,T14-15,M,52,Single-ply,D,Single Lift,National
Standard,107.5,,,T14-15,M,56,Single-ply,S,Full Power,National
Standard,67.5,,,T14-15,M,56,Single-ply,B,Full Power,National
Standard,95,,,T14-15,M,56,Single-ply,D,Full Power,National
Standard,265,,,T14-15,M,56,Single-ply,Total,Full Power,National
Standard,67.5,,,T14-15,M,56,Single-ply,B,Single Lift,National
Standard,95,,,T14-15,M,56,Single-ply,D,Single Lift,National
Standard,125,,,T14-15,M,60,Single-ply,S,Full Power,National
Standard,77.5,,,T14-15,M,60,Single-ply,B,Full Power,National
Standard,107.5,,,T14-15,M,60,Single-ply,D,Full Power,National
Standard,305,,,T14-15,M,60,Single-ply,Total,Full Power,National
Standard,77.5,,,T14-15,M,60,Single-ply,B,Single Lift,National
Standard,107.5,,,T14-15,M,60,Single-ply,D,Single Lift,National
Standard,135,,,T14-15,M,67.5,Single-ply,S,Full Power,National
Standard,85,,,T14-15,M,67.5,Single-ply,B,Full Power,National
Standard,117.5,,,T14-15,M,67.5,Single-ply,D,Full Power,National
Standard,332.5,,,T14-15,M,67.5,Single-ply,Total,Full Power,National
Standard,85,,,T14-15,M,67.5,Single-ply,B,Single Lift,National
Standard,117.5,,,T14-15,M,67.5,Single-ply,D,Single Lift,National
Standard,152.5,,,T14-15,M,75,Single-ply,S,Full Power,National
Standard,95,,,T14-15,M,75,Single-ply,B,Full Power,National
Standard,135,,,T14-15,M,75,Single-ply,D,Full Power,National
Standard,380,,,T14-15,M,75,Single-ply,Total,Full Power,National
Standard,95,,,T14-15,M,75,Single-ply,B,Single Lift,National
Standard,135,,,T14-15,M,75,Single-ply,D,Single Lift,National
Standard,165,,,T14-15,M,82.5,Single-ply,S,Full Power,National
Standard,102.5,,,T14-15,M,82.5,Single-ply,B,Full Power,National
Standard,145,,,T14-15,M,82.5,Single-ply,D,Full Power,National
Standard,410,,,T14-15,M,82.5,Single-ply,Total,Full Power,National
Standard,102.5,,,T14-15,M,82.5,Single-ply,B,Single Lift,National
Standard,145,,,T14-15,M,82.5,Single-ply,D,Single Lift,National
Standard,170,,,T14-15,M,90,Single-ply,S,Full Power,National
Standard,107.5,,,T14-15,M,90,Single-ply,B,Full Power,National
Standard,147.5,,,T14-15,M,90,Single-ply,D,Full Power,National
Standard,422.5,,,T14-15,M,90,Single-ply,Total,Full Power,National
Standard,107.5,,,T14-15,M,90,Single-ply,B,Single Lift,National
Standard,147.5,,,T14-15,M,90,Single-ply,D,Single Lift,National
Standard,177.5,,,T14-15,M,100,Single-ply,S,Full Power,National
Standard,110,,,T14-15,M,100,Single-ply,B,Full Power,National
Standard,155,,,T14-15,M,100,Single-ply,D,Full Power,National
Standard,437.5,,,T14-15,M,100,Single-ply,Total,Full Power,National
Standard,110,,,T14-15,M,100,Single-ply,B,Single Lift,National
Standard,155,,,T14-15,M,100,Single-ply,D,Single Lift,National
Standard,187.5,,,T14-15,M,110,Single-ply,S,Full Power,National
Standard,117.5,,,T14-15,M,110,Single-ply,B,Full Power,National
Standard,162.5,,,T14-15,M,110,Single-ply,D,Full Power,National
Standard,462.5,,,T14-15,M,110,Single-ply,Total,Full Power,National
Standard,117.5,,,T14-15,M,110,Single-ply,B,Single Lift,National
Standard,162.5,,,T14-15,M,110,Single-ply,D,Single Lift,National
Standard,195,,,T14-15,M,125,Single-ply,S,Full Power,National
Standard,122.5,,,T14-15,M,125,Single-ply,B,Full Power,National
Standard,172.5,,,T14-15,M,125,Single-ply,D,Full Power,National
Standard,482.5,,,T14-15,M,125,Single-ply,Total,Full Power,National
Standard,122.5,,,T14-15,M,125,Single-ply,B,Single Lift,National
Standard,172.5,,,T14-15,M,125,Single-ply,D,Single Lift,National
Standard,202.5,,,T14-15,M,140,Single-ply,S,Full Power,National
Standard,127.5,,,T14-15,M,140,Single-ply,B,Full Power,National
Standard,177.5,,,T14-15,M,140,Single-ply,D,Full Power,National
Standard,502.5,,,T14-15,M,140,Single-ply,Total,Full Power,National
Standard,127.5,,,T14-15,M,140,Single-ply,B,Single Lift,National
Standard,177.5,,,T14-15,M,140,Single-ply,D,Single Lift,National
Standard,207.5,,,T14-15,M,140+,Single-ply,S,Full Power,National
Standard,130,,,T14-15,M,140+,Single-ply,B,Full Power,National
Standard,182.5,,,T14-15,M,140+,Single-ply,D,Full Power,National
Standard,515,,,T14-15,M,140+,Single-ply,Total,Full Power,National
Standard,130,,,T14-15,M,140+,Single-ply,B,Single Lift,National
Standard,182.5,,,T14-15,M,140+,Single-ply,D,Single Lift,National
Standard,70,,,T14-15DT,M,52,Single-ply,S,Full Power,National
Standard,45,,,T14-15DT,M,52,Single-ply,B,Full Power,National
Standard,60,,,T14-15DT,M,52,Single-ply,D,Full Power,National
Standard,170,,,T14-15DT,M,52,Single-ply,Total,Full Power,National
Standard,45,,,T14-15DT,M,52,Single-ply,B,Single Lift,National
Standard,60,,,T14-15DT,M,52,Single-ply,D,Single Lift,National
Standard,92.5,,,T14-15DT,M,56,Single-ply,S,Full Power,National
Standard,57.5,,,T14-15DT,M,56,Single-ply,B,Full Power,National
Standard,80,,,T14-15DT,M,56,Single-ply,D,Full Power,National
Standard,222.5,,,T14-15DT,M,56,Single-ply,Total,Full Power,National
Standard,57.5,,,T14-15DT,M,56,Single-ply,B,Single Lift,National
Standard,80,,,T14-15DT,M,56,Single-ply,D,Single Lift,National
Standard,125,,,T14-15DT,M,60,Single-ply,S,Full Power,National
Standard,77.5,,,T14-15DT,M,60,Single-ply,B,Full Power,National
Standard,107.5,,,T14-15DT,M,60,Single-ply,D,Full Power,National
Standard,305,,,T14-15DT,M,60,Single-ply,Total,Full Power,National
Standard,77.5,,,T14-15DT,M,60,Single-ply,B,Single Lift,National
Standard,107.5,,,T14-15DT,M,60,Single-ply,D,Single Lift,National
Standard,135,,,T14-15DT,M,67.5,Single-ply,S,Full Power,National
Standard,85,,,T14-15DT,M,67.5,Single-ply,B,Full Power,National
Standard,117.5,,,T14-15DT,M,67.5,Single-ply,D,Full Power,National
Standard,332.5,,,T14-15DT,M,67.5,Single-ply,Total,Full Power,National
Standard,85,,,T14-15DT,M,67.5,Single-ply,B,Single Lift,National
Standard,117.5,,,T14-15DT,M,67.5,Single-ply,D,Single Lift,National
Standard,145,,,T14-15DT,M,75,Single-ply,S,Full Power,National
Standard,92.5,,,T14-15DT,M,75,Single-ply,B,Full Power,National
Standard,130,,,T14-15DT,M,75,Single-ply,D,Full Power,National
Standard,362.5,,,T14-15DT,M,75,Single-ply,Total,Full Power,National
Standard,92.5,,,T14-15DT,M,75,Single-ply,B,Single Lift,National
Standard,130,,,T14-15DT,M,75,Single-ply,D,Single Lift,National
Standard,152.5,,,T14-15DT,M,82.5,Single-ply,S,Full Power,National
Standard,95,,,T14-15DT,M,82.5,Single-ply,B,Full Power,National
Standard,135,,,T14-15DT,M,82.5,Single-ply,D,Full Power,National
Standard,380,,,T14-15DT,M,82.5,Single-ply,Total,Full Power,National
Standard,95,,,T14-15DT,M,82.5,Single-ply,B,Single Lift,National
Standard,135,,,T14-15DT,M,82.5,Single-ply,D,Single Lift,National
Standard,157.5,,,T14-15DT,M,90,Single-ply,S,Full Power,National
Standard,97.5,,,T14-15DT,M,90,Single-ply,B,Full Power,National
Standard,140,,,T14-15DT,M,90,Single-ply,D,Full Power,National
Standard,387.5,,,T14-15DT,M,90,Single-ply,Total,Full Power,National
Standard,97.5,,,T14-15DT,M,90,Single-ply,B,Single Lift,National
Standard,140,,,T14-15DT,M,90,Single-ply,D,Single Lift,National
Standard,162.5,,,T14-15DT,M,100,Single-ply,S,Full Power,National
Standard,102.5,,,T14-15DT,M,100,Single-ply,B,Full Power,National
Standard,142.5,,,T14-15DT,M,100,Single-ply,D,Full Power,National
Standard,405,,,T14-15DT,M,100,Single-ply,Total,Full Power,National
Standard,102.5,,,T14-15DT,M,100,Single-ply,B,Single Lift,National
Standard,142.5,,,T14-15DT,M,100,Single-ply,D,Single Lift,National
Standard,167.5,,,T14-15DT,M,110,Single-ply,S,Full Power,National
Standard,105,,,T14-15DT,M,110,Single-ply,B,Full Power,National
Standard,147.5,,,T14-15DT,M,110,Single-ply,D,Full Power,National
Standard,417.5,,,T14-15DT,M,110,Single-ply,Total,Full Power,National
Standard,105,,,T14-15DT,M,110,Single-ply,B,Single Lift,National
Standard,147.5,,,T14-15DT,M,110,Single-ply,D,Single Lift,National
Standard,172.5,,,T14-15DT,M,125,Single-ply,S,Full Power,National
Standard,107.5,,,T14-15DT,M,125,Single-ply,B,Full Power,National
Standard,150,,,T14-15DT,M,125,Single-ply,D,Full Power,National
Standard,427.5,,,T14-15DT,M,125,Single-ply,Total,Full Power,National
Standard,107.5,,,T14-15DT,M,125,Single-ply,B,Single Lift,National
Standard,150,,,T14-15DT,M,125,Single-ply,D,Single Lift,National
Standard,177.5,,,T14-15DT,M,140,Single-ply,S,Full Power,National
Standard,110,,,T14-15DT,M,140,Single-ply,B,Full Power,National
Standard,155,,,T14-15DT,M,140,Single-ply,D,Full Power,National
Standard,437.5,,,T14-15DT,M,140,Single-ply,Total,Full Power,National
Standard,110,,,T14-15DT,M,140,Single-ply,B,Single Lift,National
Standard,155,,,T14-15DT,M,140,Single-ply,D,Single Lift,National
Standard,182.5,,,T14-15DT,M,140+,Single-ply,S,Full Power,National
Standard,112.5,,,T14-15DT,M,140+,Single-ply,B,Full Power,National
Standard,157.5,,,T14-15DT,M,140+,Single-ply,D,Full Power,National
Standard,447.5,,,T14-15DT,M,140+,Single-ply,Total,Full Power,National
Standard,112.5,,,T14-15DT,M,140+,Single-ply,B,Single Lift,National
Standard,157.5,,,T14-15DT,M,140+,Single-ply,D,Single Lift,National
Standard,105,,,T16-17,M,52,Single-ply,S,Full Power,National
Standard,67.5,,,T16-17,M,52,Single-ply,B,Full Power,National
Standard,95,,,T16-17,M,52,Single-ply,D,Full Power,National
Standard,260,,,T16-17,M,52,Single-ply,Total,Full Power,National
Standard,67.5,,,T16-17,M,52,Single-ply,B,Single Lift,National
Standard,95,,,T16-17,M,52,Single-ply,D,Single Lift,National
Standard,125,,,T16-17,M,56,Single-ply,S,Full Power,National
Standard,80,,,T16-17,M,56,Single-ply,B,Full Power,National
Standard,110,,,T16-17,M,56,Single-ply,D,Full Power,National
Standard,310,,,T16-17,M,56,Single-ply,Total,Full Power,National
Standard,80,,,T16-17,M,56,Single-ply,B,Single Lift,National
Standard,110,,,T16-17,M,56,Single-ply,D,Single Lift,National
Standard,142.5,,,T16-17,M,60,Single-ply,S,Full Power,National
Standard,92.5,,,T16-17,M,60,Single-ply,B,Full Power,National
Standard,127.5,,,T16-17,M,60,Single-ply,D,Full Power,National
Standard,357.5,,,T16-17,M,60,Single-ply,Total,Full Power,National
Standard,92.5,,,T16-17,M,60,Single-ply,B,Single Lift,National
Standard,127.5,,,T16-17,M,60,Single-ply,D,Single Lift,National
Standard,157.5,,,T16-17,M,67.5,Single-ply,S,Full Power,National
Standard,97.5,,,T16-17,M,67.5,Single-ply,B,Full Power,National
Standard,140,,,T16-17,M,67.5,Single-ply,D,Full Power,National
Standard,387.5,,,T16-17,M,67.5,Single-ply,Total,Full Power,National
Standard,97.5,,,T16-17,M,67.5,Single-ply,B,Single Lift,National
Standard,140,,,T16-17,M,67.5,Single-ply,D,Single Lift,National
Standard,182.5,,,T16-17,M,75,Single-ply,S,Full Power,National
Standard,112.5,,,T16-17,M,75,Single-ply,B,Full Power,National
Standard,157.5,,,T16-17,M,75,Single-ply,D,Full Power,National
Standard,447.5,,,T16-17,M,75,Single-ply,Total,Full Power,National
Standard,112.5,,,T16-17,M,75,Single-ply,B,Single Lift,National
Standard,157.5,,,T16-17,M,75,Single-ply,D,Single Lift,National
Standard,192.5,,,T16-17,M,82.5,Single-ply,S,Full Power,National
Standard,122.5,,,T16-17,M,82.5,Single-ply,B,Full Power,National
Standard,170,,,T16-17,M,82.5,Single-ply,D,Full Power,National
Standard,480,,,T16-17,M,82.5,Single-ply,Total,Full Power,National
Standard,122.5,,,T16-17,M,82.5,Single-ply,B,Single Lift,National
Standard,170,,,T16-17,M,82.5,Single-ply,D,Single Lift,National
Standard,200,,,T16-17,M,90,Single-ply,S,Full Power,National
Standard,125,,,T16-17,M,90,Single-ply,B,Full Power,National
Standard,175,,,T16-17,M,90,Single-ply,D,Full Power,National
Standard,495,,,T16-17,M,90,Single-ply,Total,Full Power,National
Standard,125,,,T16-17,M,90,Single-ply,B,Single Lift,National
Standard,175,,,T16-17,M,90,Single-ply,D,Single Lift,National
Standard,207.5,,,T16-17,M,100,Single-ply,S,Full Power,National
Standard,130,,,T16-17,M,100,Single-ply,B,Full Power,National
Standard,182.5,,,T16-17,M,100,Single-ply,D,Full Power,National
Standard,515,,,T16-17,M,100,Single-ply,Total,Full Power,National
Standard,130,,,T16-17,M,100,Single-ply,B,Single Lift,National
Standard,182.5,,,T16-17,M,100,Single-ply,D,Single Lift,National
Standard,220,,,T16-17,M,110,Single-ply,S,Full Power,National
Standard,137.5,,,T16-17,M,110,Single-ply,B,Full Power,National
Standard,190,,,T16-17,M,110,Single-ply,D,Full Power,National
Standard,542.5,,,T16-17,M,110,Single-ply,Total,Full Power,National
Standard,137.5,,,T16-17,M,110,Single-ply,B,Single Lift,National
Standard,190,,,T16-17,M,110,Single-ply,D,Single Lift,National
Standard,230,,,T16-17,M,125,Single-ply,S,Full Power,National
Standard,142.5,,,T16-17,M,125,Single-ply,B,Full Power,National
Standard,200,,,T16-17,M,125,Single-ply,D,Full Power,National
Standard,567.5,,,T16-17,M,125,Single-ply,Total,Full Power,National
Standard,142.5,,,T16-17,M,125,Single-ply,B,Single Lift,National
Standard,200,,,T16-17,M,125,Single-ply,D,Single Lift,National
Standard,237.5,,,T16-17,M,140,Single-ply,S,Full Power,National
Standard,147.5,,,T16-17,M,140,Single-ply,B,Full Power,National
Standard,207.5,,,T16-17,M,140,Single-ply,D,Full Power,National
Standard,590,,,T16-17,M,140,Single-ply,Total,Full Power,National
Standard,147.5,,,T16-17,M,140,Single-ply,B,Single Lift,National
Standard,207.5,,,T16-17,M,140,Single-ply,D,Single Lift,National
Standard,242.5,,,T16-17,M,140+,Single-ply,S,Full Power,National
Standard,152.5,,,T16-17,M,140+,Single-ply,B,Full Power,National
Standard,212.5,,,T16-17,M,140+,Single-ply,D,Full Power,National
Standard,602.5,,,T16-17,M,140+,Single-ply,Total,Full Power,National
Standard,152.5,,,T16-17,M,140+,Single-ply,B,Single Lift,National
Standard,212.5,,,T16-17,M,140+,Single-ply,D,Single Lift,National
Standard,82.5,,,T16-17DT,M,52,Single-ply,S,Full Power,National
Standard,50,,,T16-17DT,M,52,Single-ply,B,Full Power,National
Standard,72.5,,,T16-17DT,M,52,Single-ply,D,Full Power,National
Standard,197.5,,,T16-17DT,M,52,Single-ply,Total,Full Power,National
Standard,50,,,T16-17DT,M,52,Single-ply,B,Single Lift,National
Standard,72.5,,,T16-17DT,M,52,Single-ply,D,Single Lift,National
Standard,105,,,T16-17DT,M,56,Single-ply,S,Full Power,National
Standard,67.5,,,T16-17DT,M,56,Single-ply,B,Full Power,National
Standard,95,,,T16-17DT,M,56,Single-ply,D,Full Power,National
Standard,260,,,T16-17DT,M,56,Single-ply,Total,Full Power,National
Standard,67.5,,,T16-17DT,M,56,Single-ply,B,Single Lift,National
Standard,95,,,T16-17DT,M,56,Single-ply,D,Single Lift,National
Standard,142.5,,,T16-17DT,M,60,Single-ply,S,Full Power,National
Standard,92.5,,,T16-17DT,M,60,Single-ply,B,Full Power,National
Standard,127.5,,,T16-17DT,M,60,Single-ply,D,Full Power,National
Standard,357.5,,,T16-17DT,M,60,Single-ply,Total,Full Power,National
Standard,92.5,,,T16-17DT,M,60,Single-ply,B,Single Lift,National
Standard,127.5,,,T16-17DT,M,60,Single-ply,D,Single Lift,National
Standard,157.5,,,T16-17DT,M,67.5,Single-ply,S,Full Power,National
Standard,97.5,,,T16-17DT,M,67.5,Single-ply,B,Full Power,National
Standard,140,,,T16-17DT,M,67.5,Single-ply,D,Full Power,National
Standard,390,,,T16-17DT,M,67.5,Single-ply,Total,Full Power,National
Standard,97.5,,,T16-17DT,M,67.5,Single-ply,B,Single Lift,National
Standard,140,,,T16-17DT,M,67.5,Single-ply,D,Single Lift,National
Standard,172.5,,,T16-17DT,M,75,Single-ply,S,Full Power,National
Standard,107.5,,,T16-17DT,M,75,Single-ply,B,Full Power,National
Standard,150,,,T16-17DT,M,75,Single-ply,D,Full Power,National
Standard,425,,,T16-17DT,M,75,Single-ply,Total,Full Power,National
Standard,107.5,,,T16-17DT,M,75,Single-ply,B,Single Lift,National
Standard,150,,,T16-17DT,M,75,Single-ply,D,Single Lift,National
Standard,180,,,T16-17DT,M,82.5,Single-ply,S,Full Power,National
Standard,112.5,,,T16-17DT,M,82.5,Single-ply,B,Full Power,National
Standard,157.5,,,T16-17DT,M,82.5,Single-ply,D,Full Power,National
Standard,442.5,,,T16-17DT,M,82.5,Single-ply,Total,Full Power,National
Standard,112.5,,,T16-17DT,M,82.5,Single-ply,B,Single Lift,National
Standard,157.5,,,T16-17DT,M,82.5,Single-ply,D,Single Lift,National
Standard,185,,,T16-17DT,M,90,Single-ply,S,Full Power,National
Standard,115,,,T16-17DT,M,90,Single-ply,B,Full Power,National
Standard,160,,,T16-17DT,M,90,Single-ply,D,Full Power,National
Standard,455,,,T16-17DT,M,90,Single-ply,Total,Full Power,National
Standard,115,,,T16-17DT,M,90,Single-ply,B,Single Lift,National
Standard,160,,,T16-17DT,M,90,Single-ply,D,Single Lift,National
Standard,190,,,T16-17DT,M,100,Single-ply,S,Full Power,National
Standard,120,,,T16-17DT,M,100,Single-ply,B,Full Power,National
Standard,167.5,,,T16-17DT,M,100,Single-ply,D,Full Power,National
Standard,475,,,T16-17DT,M,100,Single-ply,Total,Full Power,National
Standard,120,,,T16-17DT,M,100,Single-ply,B,Single Lift,National
Standard,167.5,,,T16-17DT,M,100,Single-ply,D,Single Lift,National
Standard,195,,,T16-17DT,M,110,Single-ply,S,Full Power,National
Standard,125,,,T16-17DT,M,110,Single-ply,B,Full Power,National
Standard,172.5,,,T16-17DT,M,110,Single-ply,D,Full Power,National
Standard,487.5,,,T16-17DT,M,110,Single-ply,Total,Full Power,National
Standard,125,,,T16-17DT,M,110,Single-ply,B,Single Lift,National
Standard,172.5,,,T16-17DT,M,110,Single-ply,D,Single Lift,National
Standard,200,,,T16-17DT,M,125,Single-ply,S,Full Power,National
Standard,127.5,,,T16-17DT,M,125,Single-ply,B,Full Power,National
Standard,177.5,,,T16-17DT,M,125,Single-ply,D,Full Power,National
Standard,500,,,T16-17DT,M,125,Single-ply,Total,Full Power,National
Standard,127.5,,,T16-17DT,M,125,Single-ply,B,Single Lift,National
Standard,177.5,,,T16-17DT,M,125,Single-ply,D,Single Lift,National
Standard,207.5,,,T16-17DT,M,140,Single-ply,S,Full Power,National
Standard,130,,,T16-17DT,M,140,Single-ply,B,Full Power,National
Standard,182.5,,,T16-17DT,M,140,Single-ply,D,Full Power,National
Standard,515,,,T16-17DT,M,140,Single-ply,Total,Full Power,National
Standard,130,,,T16-17DT,M,140,Single-ply,B,Single Lift,National
Standard,182.5,,,T16-17DT,M,140,Single-ply,D,Single Lift,National
Standard,212.5,,,T16-17DT,M,140+,Single-ply,S,Full Power,National
Standard,135,,,T16-17DT,M,140+,Single-ply,B,Full Power,National
Standard,187.5,,,T16-17DT,M,140+,Single-ply,D,Full Power,National
Standard,525,,,T16-17DT,M,140+,Single-ply,Total,Full Power,National
Standard,135,,,T16-17DT,M,140+,Single-ply,B,Single Lift,National
Standard,187.5,,,T16-17DT,M,140+,Single-ply,D,Single Lift,National
Standard,125,,,T18-19,M,52,Single-ply,S,Full Power,National
Standard,77.5,,,T18-19,M,52,Single-ply,B,Full Power,National
Standard,107.5,,,T18-19,M,52,Single-ply,D,Full Power,National
Standard,305,,,T18-19,M,52,Single-ply,Total,Full Power,National
Standard,77.5,,,T18-19,M,52,Single-ply,B,Single Lift,National
Standard,107.5,,,T18-19,M,52,Single-ply,D,Single Lift,National
Standard,145,,,T18-19,M,56,Single-ply,S,Full Power,National
Standard,92.5,,,T18-19,M,56,Single-ply,B,Full Power,National
Standard,130,,,T18-19,M,56,Single-ply,D,Full Power,National
Standard,362.5,,,T18-19,M,56,Single-ply,Total,Full Power,National
Standard,92.5,,,T18-19,M,56,Single-ply,B,Single Lift,National
Standard,130,,,T18-19,M,56,Single-ply,D,Single Lift,National
Standard,170,,,T18-19,M,60,Single-ply,S,Full Power,National
Standard,105,,,T18-19,M,60,Single-ply,B,Full Power,National
Standard,147.5,,,T18-19,M,60,Single-ply,D,Full Power,National
Standard,420,,,T18-19,M,60,Single-ply,Total,Full Power,National
Standard,105,,,T18-19,M,60,Single-ply,B,Single Lift,National
Standard,147.5,,,T18-19,M,60,Single-ply,D,Single Lift,National
Standard,185,,,T18-19,M,67.5,Single-ply,S,Full Power,National
Standard,115,,,T18-19,M,67.5,Single-ply,B,Full Power,National
Standard,160,,,T18-19,M,67.5,Single-ply,D,Full Power,National
Standard,455,,,T18-19,M,67.5,Single-ply,Total,Full Power,National
Standard,115,,,T18-19,M,67.5,Single-ply,B,Single Lift,National
Standard,160,,,T18-19,M,67.5,Single-ply,D,Single Lift,National
Standard,212.5,,,T18-19,M,75,Single-ply,S,Full Power,National
Standard,135,,,T18-19,M,75,Single-ply,B,Full Power,National
Standard,187.5,,,T18-19,M,75,Single-ply,D,Full Power,National
Standard,525,,,T18-19,M,75,Single-ply,Total,Full Power,National
Standard,135,,,T18-19,M,75,Single-ply,B,Single Lift,National
Standard,187.5,,,T18-19,M,75,Single-ply,D,Single Lift,National
Standard,227.5,,,T18-19,M,82.5,Single-ply,S,Full Power,National
Standard,142.5,,,T18-19,M,82.5,Single-ply,B,Full Power,National
Standard,197.5,,,T18-19,M,82.5,Single-ply,D,Full Power,National
Standard,565,,,T18-19,M,82.5,Single-ply,Total,Full Power,National
Gregory Pearson,263,05/12/2025,National Championships,T18-19,M,82.5,Single-ply,B,Single Lift,National
Standard,197.5,,,T18-19,M,82.5,Single-ply,D,Single Lift,National
Standard,235,,,T18-19,M,90,Single-ply,S,Full Power,National
Standard,145,,,T18-19,M,90,Single-ply,B,Full Power,National
Standard,205,,,T18-19,M,90,Single-ply,D,Full Power,National
Standard,580,,,T18-19,M,90,Single-ply,Total,Full Power,National
Standard,145,,,T18-19,M,90,Single-ply,B,Single Lift,National
Standard,205,,,T18-19,M,90,Single-ply,D,Single Lift,National
Standard,242.5,,,T18-19,M,100,Single-ply,S,Full Power,National
Standard,152.5,,,T18-19,M,100,Single-ply,B,Full Power,National
Standard,212.5,,,T18-19,M,100,Single-ply,D,Full Power,National
Standard,602.5,,,T18-19,M,100,Single-ply,Total,Full Power,National
Standard,152.5,,,T18-19,M,100,Single-ply,B,Single Lift,National
Standard,212.5,,,T18-19,M,100,Single-ply,D,Single Lift,National
Standard,257.5,,,T18-19,M,110,Single-ply,S,Full Power,National
Standard,160,,,T18-19,M,110,Single-ply,B,Full Power,National
Standard,225,,,T18-19,M,110,Single-ply,D,Full Power,National
Standard,637.5,,,T18-19,M,110,Single-ply,Total,Full Power,National
Standard,160,,,T18-19,M,110,Single-ply,B,Single Lift,National
Standard,225,,,T18-19,M,110,Single-ply,D,Single Lift,National
Standard,267.5,,,T18-19,M,125,Single-ply,S,Full Power,National
Standard,167.5,,,T18-19,M,125,Single-ply,B,Full Power,National
Standard,235,,,T18-19,M,125,Single-ply,D,Full Power,National
Standard,665,,,T18-19,M,125,Single-ply,Total,Full Power,National
Standard,167.5,,,T18-19,M,125,Single-ply,B,Single Lift,National
Standard,235,,,T18-19,M,125,Single-ply,D,Single Lift,National
Standard,280,,,T18-19,M,140,Single-ply,S,Full Power,National
Standard,175,,,T18-19,M,140,Single-ply,B,Full Power,National
Standard,242.5,,,T18-19,M,140,Single-ply,D,Full Power,National
Standard,692.5,,,T18-19,M,140,Single-ply,Total,Full Power,National
Standard,175,,,T18-19,M,140,Single-ply,B,Single Lift,National
Standard,242.5,,,T18-19,M,140,Single-ply,D,Single Lift,National
Standard,285,,,T18-19,M,140+,Single-ply,S,Full Power,National
Standard,180,,,T18-19,M,140+,Single-ply,B,Full Power,National
Standard,247.5,,,T18-19,M,140+,Single-ply,D,Full Power,National
Standard,707.5,,,T18-19,M,140+,Single-ply,Total,Full Power,National
Standard,180,,,T18-19,M,140+,Single-ply,B,Single Lift,National
Standard,247.5,,,T18-19,M,140+,Single-ply,D,Single Lift,National
Standard,95,,,T18-19DT,M,52,Single-ply,S,Full Power,National
Standard,60,,,T18-19DT,M,52,Single-ply,B,Full Power,National
Standard,82.5,,,T18-19DT,M,52,Single-ply,D,Full Power,National
Standard,232.5,,,T18-19DT,M,52,Single-ply,Total,Full Power,National
Standard,60,,,T18-19DT,M,52,Single-ply,B,Single Lift,National
Standard,82.5,,,T18-19DT,M,52,Single-ply,D,Single Lift,National
Standard,125,,,T18-19DT,M,56,Single-ply,S,Full Power,National
Standard,77.5,,,T18-19DT,M,56,Single-ply,B,Full Power,National
Standard,107.5,,,T18-19DT,M,56,Single-ply,D,Full Power,National
Standard,305,,,T18-19DT,M,56,Single-ply,Total,Full Power,National
Standard,77.5,,,T18-19DT,M,56,Single-ply,B,Single Lift,National
Standard,107.5,,,T18-19DT,M,56,Single-ply,D,Single Lift,National
Standard,170,,,T18-19DT,M,60,Single-ply,S,Full Power,National
Standard,105,,,T18-19DT,M,60,Single-ply,B,Full Power,National
Standard,147.5,,,T18-19DT,M,60,Single-ply,D,Full Power,National
Standard,420,,,T18-19DT,M,60,Single-ply,Total,Full Power,National
Standard,105,,,T18-19DT,M,60,Single-ply,B,Single Lift,National
Standard,147.5,,,T18-19DT,M,60,Single-ply,D,Single Lift,National
Standard,185,,,T18-19DT,M,67.5,Single-ply,S,Full Power,National
Standard,115,,,T18-19DT,M,67.5,Single-ply,B,Full Power,National
Standard,162.5,,,T18-19DT,M,67.5,Single-ply,D,Full Power,National
Standard,457.5,,,T18-19DT,M,67.5,Single-ply,Total,Full Power,National
Standard,115,,,T18-19DT,M,67.5,Single-ply,B,Single Lift,National
